,line,filename,entity,len,lineNo,email,url,phone,sigdelimiter,special,words,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioNB,lenRatio,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
657,Jennifer McQuade (53614) - Power,156.txt,no_entity,32,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,0,59,91.0,12,431,24,35,0,2,0,0,1,1,0.559322033898305,0.9428571428571428,0.3516483516483517,1,0,1,1
658,Dan Diamond (39673) - Gas,156.txt,no_entity,25,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,1,59,91.0,12,431,24,35,0,1,0,1,1,1,0.576271186440678,0.9714285714285714,0.27472527472527475,1,0,1,1
659,<Embedded Picture (Metafile)>,156.txt,no_entity,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,<,0,1,1,0,0,1,59,91.0,12,431,24,35,0,0,1,0,1,1,0.5932203389830508,1.0,0.31868131868131866,1,0,1,1
660,The following reports have been waiting for your approval for more than 4 days.  Please review.,157.txt,no_entity,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,6,41.0,21,95,2,4,0,3,0,0,1,1,0.16666666666666666,0.25,2.317073170731707,0,1,0,0
661,Owner: Karen K Heathman,157.txt,no_entity,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,6,41.0,21,95,2,4,0,2,0,0,1,1,0.3333333333333333,0.5,0.5609756097560976,1,0,1,0
662,Report Name: Brad Larson,157.txt,no_entity,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,6,41.0,21,95,2,4,0,1,0,1,1,1,0.5,0.75,0.5853658536585366,1,0,1,0
663,Days In Mgr. Queue: 7,157.txt,no_entity,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,1,6,41.0,21,95,2,4,0,0,1,0,1,1,0.6666666666666666,1.0,0.5121951219512195,1,0,1,0
664,"	p..o'neil@enron.com, jennifer.thome@enron.com",158.txt,no_entity,46,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,17,33.0,6,135,7,10,1,9,0,0,0,1,0.058823529411764705,0.1,1.393939393939394,0,1,0,0
665,"	p..o'neil@enron.com, jennifer.thome@enron.com",158.txt,no_entity,46,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,17,33.0,6,135,7,10,1,8,0,0,0,1,0.11764705882352941,0.2,1.393939393939394,0,1,0,0
666,Julie-,158.txt,no_entity,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,1,17,33.0,6,135,7,10,1,7,0,0,0,1,0.17647058823529413,0.3,0.18181818181818182,1,0,1,1
667,"  The following City of Riverside deals have been marked to the W. Non-Performance book as of June 7, 2002 and should not be scheduled:",158.txt,no_entity,135,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,6,0,0,0,1,0.23529411764705882,0.4,4.090909090909091,0,1,0,0
668,  580382 ,158.txt,no_entity,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,5,0,0,0,1,0.29411764705882354,0.5,0.2727272727272727,1,0,1,1
669,  897695,158.txt,no_entity,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,4,0,0,1,1,0.35294117647058826,0.6,0.24242424242424243,1,0,1,1
670,  517664,158.txt,no_entity,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,3,0,0,1,1,0.4117647058823529,0.7,0.24242424242424243,1,0,1,1
671,  591087,158.txt,no_entity,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,2,0,0,1,1,0.47058823529411764,0.8,0.24242424242424243,1,0,1,1
672,  Let me know id you have any questions.,158.txt,no_entity,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,17,33.0,6,135,7,10,1,1,0,1,1,1,0.5294117647058824,0.9,1.2121212121212122,0,1,0,0
673,  Virginia,158.txt,signature,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,1,17,33.0,6,135,7,10,1,0,1,0,1,1,0.5882352941176471,1.0,0.30303030303030304,1,0,1,1
674,Please disregard the Hydro slide (p.12 or 13) in the Presentation.  I have added a hydro tab in the quick info spreadsheet.,159.txt,no_entity,123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,4,123.0,123,123,3,1,0,0,1,0,1,1,0.25,1.0,1.0,1,0,0,0
675,"Enron and Dynegy each announced today that they are holding discussions about a possible merger of the two companies.  As you know, Dynegy is a major player in the energy marketplace, and is not only a competitor, but also a counterparty of Enron.  This is just one of several options that we are considering.",16.txt,no_entity,309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,5,257.0,204,309,3,2,0,1,0,1,1,1,0.2,0.5,1.2023346303501945,0,1,0,0
676,"Upon receipt of this announcement, the NYSE briefly suspended trading of both Enron and Dynegy.  We have no additional information we can share at this time.  We'll keep you updated as developments occur.",16.txt,no_entity,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,0,1,1,0,0,0,5,257.0,204,309,3,2,0,0,1,0,1,1,0.4,1.0,0.7937743190661478,1,0,0,0
677,"To continue getting familiar with Ontario, please review the document OEFC_demandSupp_UBS.ppt on your I:/common/OEFC directory.  It is a presentation we gave to OEFC in the fall.",160.txt,no_entity,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,9,93.0,7,178,5,4,1,3,0,0,1,1,0.1111111111111111,0.25,1.913978494623656,0,1,0,0
678,Here is a spreadsheet with additional information.,160.txt,no_entity,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,0,9,93.0,7,178,5,4,1,2,0,0,1,1,0.2222222222222222,0.5,0.5376344086021505,1,0,1,0
679,Some intertie information may vary from source to source.  This is due to the IMO's regular small adjustments to the capacity numbers.,160.txt,no_entity,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,9,93.0,7,178,5,4,1,1,0,1,1,1,0.3333333333333333,0.75,1.4408602150537635,0,1,0,0
680,GT,160.txt,signature,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,1,0,0,0,0,9,93.0,7,178,5,4,1,0,1,0,1,1,0.4444444444444444,1.0,0.021505376344086023,1,0,1,1
681,"	adam.pollock@enron.com, chip.schneider@enron.com, ",161.txt,no_entity,51,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,5,75.0,27,145,2,3,0,2,0,0,1,1,0.2,0.3333333333333333,0.68,1,0,1,0
682,	michael.tribolet@enron.com,161.txt,no_entity,27,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,5,75.0,27,145,2,3,0,1,0,1,1,1,0.4,0.6666666666666666,0.36,1,0,1,1
683,This presentation includes a synopsis of the assets that are in each of the major off-balance sheet vehicles which may be valuable going forward.,161.txt,no_entity,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,5,75.0,27,145,2,3,0,0,1,0,1,1,0.6,1.0,1.9333333333333333,0,1,0,0
684,Per Barry Schnapper's request I have attached a copy of the Creditor Committee Presentation...,162.txt,no_entity,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,7,52.0,10,94,5,2,1,1,0,1,1,1,0.14285714285714285,0.5,1.8076923076923077,0,1,0,0
685,David,162.txt,signature,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,0,0,0,1,7,52.0,10,94,5,2,1,0,1,0,1,1,0.2857142857142857,1.0,0.09615384615384616,1,0,1,1
686,Ok we will charge you for 50 mw's on that day Thanks,163.txt,no_entity,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,0,17,33.0,7,70,6,11,6,10,0,0,0,1,0.058823529411764705,0.09090909090909091,1.5757575757575757,0,1,0,0
687,John Paulsen G4220,163.txt,signature,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,1,17,33.0,7,70,6,11,6,9,0,0,0,1,0.11764705882352941,0.18181818181818182,0.5454545454545454,1,0,1,0
688,Western Area Power DSW,163.txt,signature,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,17,33.0,7,70,6,11,6,8,0,0,0,1,0.17647058823529413,0.2727272727272727,0.6666666666666666,1,0,1,0
689,Power Scheduling,163.txt,signature,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,0,0,0,1,17,33.0,7,70,6,11,6,7,0,0,0,1,0.23529411764705882,0.36363636363636365,0.48484848484848486,1,0,1,1
690,Paulsen@WAPA.GOV,163.txt,signature,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,17,33.0,7,70,6,11,6,6,0,0,0,1,0.29411764705882354,0.45454545454545453,0.48484848484848486,1,0,1,1
691,602-352-2557,163.txt,signature,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,17,33.0,7,70,6,11,6,5,0,0,0,1,0.35294117647058826,0.5454545454545454,0.36363636363636365,1,0,1,1
692,">>> ""Gang, Lisa"" <Lisa.Gang@ENRON.com> 06/06/02 09:37AM >>>",163.txt,no_entity,59,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,>,1,1,1,0,0,0,17,33.0,7,70,6,11,6,4,0,0,1,1,0.4117647058823529,0.6363636363636364,1.7878787878787878,0,1,0,0
693,Everything looks great except for May 28th.  We had 2 hours of 25MW of,163.txt,no_entity,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,17,33.0,7,70,6,11,6,3,0,0,1,1,0.47058823529411764,0.7272727272727273,2.121212121212121,0,1,0,0
694,txm.  It is supported under Tag #530 for your info.,163.txt,no_entity,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,17,33.0,7,70,6,11,6,2,0,0,1,1,0.5294117647058824,0.8181818181818182,1.5454545454545454,0,1,0,0
695,Thanks ,163.txt,no_entity,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,17,33.0,7,70,6,11,6,1,0,1,1,1,0.5882352941176471,0.9090909090909091,0.21212121212121213,1,0,1,1
696,Lisa  ,163.txt,signature,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,1,1,0,0,1,17,33.0,7,70,6,11,6,0,1,0,1,1,0.6470588235294118,1.0,0.18181818181818182,1,0,1,1
697,Please reply to confirm totals,164.txt,no_entity,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,26,58.0,17,77,6,20,19,19,0,0,0,0,0.038461538461538464,0.05,0.5172413793103449,1,0,1,0
698,John Paulsen G4220,164.txt,signature,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,1,26,58.0,17,77,6,20,19,18,0,0,0,0,0.07692307692307693,0.1,0.3103448275862069,1,0,1,1
699,Western Area Power DSW,164.txt,signature,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,1,1,0,0,0,26,58.0,17,77,6,20,19,17,0,0,0,0,0.11538461538461539,0.15,0.3793103448275862,1,0,1,1
700,Power Scheduling,164.txt,signature,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,0,0,0,1,26,58.0,17,77,6,20,19,16,0,0,0,0,0.15384615384615385,0.2,0.27586206896551724,1,0,1,1
701,Paulsen@WAPA.GOV ,164.txt,signature,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,26,58.0,17,77,6,20,19,15,0,0,0,0,0.19230769230769232,0.25,0.29310344827586204,1,0,1,1
702,602-352-2557,164.txt,signature,12,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,26,58.0,17,77,6,20,19,14,0,0,0,0,0.23076923076923078,0.3,0.20689655172413793,1,0,1,1
703,**********************************************************************,164.txt,signature,70,7,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,26,58.0,17,77,6,20,19,13,0,0,0,0,0.2692307692307692,0.35,1.206896551724138,0,1,0,0
704,This e-mail is the property of Enron Corp. and/or its relevant,164.txt,signature,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,26,58.0,17,77,6,20,19,12,0,0,0,0,0.3076923076923077,0.4,1.0689655172413792,0,1,0,0
705,affiliate and may contain confidential and privileged material for the,164.txt,signature,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,1,1,0,0,0,26,58.0,17,77,6,20,19,11,0,0,0,0,0.34615384615384615,0.45,1.206896551724138,0,1,0,0
706,"sole use of the intended recipient (s). Any review, use, distribution or",164.txt,signature,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,1,1,0,0,0,26,58.0,17,77,6,20,19,10,0,0,0,1,0.38461538461538464,0.5,1.2413793103448276,0,1,0,0
707,disclosure by others is strictly prohibited. If you are not the intended,164.txt,signature,72,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,1,1,0,0,0,26,58.0,17,77,6,20,19,9,0,0,0,1,0.4230769230769231,0.55,1.2413793103448276,0,1,0,0
708,"recipient (or authorized to receive for the recipient), please contact",164.txt,signature,70,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,1,1,0,0,0,26,58.0,17,77,6,20,19,8,0,0,0,1,0.46153846153846156,0.6,1.206896551724138,0,1,0,0
709,the sender or reply to Enron Corp. at,164.txt,signature,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,26,58.0,17,77,6,20,19,7,0,0,0,1,0.5,0.65,0.6379310344827587,1,0,1,0
710,enron.messaging.administration@enron.com and delete all copies of the,164.txt,signature,69,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,1,1,0,0,0,26,58.0,17,77,6,20,19,6,0,0,0,1,0.5384615384615384,0.7,1.1896551724137931,0,1,0,0
711,message. This e-mail (and any attachments hereto) are not intended to be,164.txt,signature,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,1,1,0,0,0,26,58.0,17,77,6,20,19,5,0,0,0,1,0.5769230769230769,0.75,1.2413793103448276,0,1,0,0
712,an offer (or an acceptance) and do not create or evidence a binding and,164.txt,signature,71,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,1,1,0,0,0,26,58.0,17,77,6,20,19,4,0,0,1,1,0.6153846153846154,0.8,1.2241379310344827,0,1,0,0
713,enforceable contract between Enron Corp. (or any of its affiliates) and,164.txt,signature,71,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,1,1,0,0,0,26,58.0,17,77,6,20,19,3,0,0,1,1,0.6538461538461539,0.85,1.2241379310344827,0,1,0,0
714,"the intended recipient or any other party, and may not be relied on by",164.txt,signature,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,26,58.0,17,77,6,20,19,2,0,0,1,1,0.6923076923076923,0.9,1.206896551724138,0,1,0,0
715,anyone as the basis of a contract by estoppel or otherwise. Thank you. ,164.txt,signature,71,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,1,1,0,0,0,26,58.0,17,77,6,20,19,1,0,1,1,1,0.7307692307692307,0.95,1.2241379310344827,0,1,0,0
716,**********************************************************************,164.txt,signature,70,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,26,58.0,17,77,6,20,19,0,1,0,1,1,0.7692307692307693,1.0,1.206896551724138,0,1,0,0
717, - Enron Security Calculation 2002.xls ,165.txt,no_entity,39,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,2,39.0,39,39,1,1,0,0,1,0,1,1,0.5,1.0,1.0,1,0,0,0
718,"Rick,",166.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,R,0,1,1,0,0,1,11,45.0,5,184,6,5,3,4,0,0,1,1,0.09090909090909091,0.2,0.1111111111111111,1,0,1,1
719,"Dave asked me to send you the attached file to use as a starting point for the ""RAC's Roles"" project that you mentioned in the meeting.  This presentation was prepared a few weeks ago.",166.txt,no_entity,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,0,11,45.0,5,184,6,5,3,3,0,0,1,1,0.18181818181818182,0.4,4.088888888888889,0,1,0,0
720,"Thanks,",166.txt,signature,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,11,45.0,5,184,6,5,3,2,0,0,1,1,0.2727272727272727,0.6,0.15555555555555556,1,0,1,1
721,Sharon,166.txt,signature,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,0,0,0,1,11,45.0,5,184,6,5,3,1,0,1,1,1,0.36363636363636365,0.8,0.13333333333333333,1,0,1,1
722,x31946,166.txt,signature,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,1,0,0,0,0,11,45.0,5,184,6,5,3,0,1,0,1,1,0.45454545454545453,1.0,0.13333333333333333,1,0,1,1
723,"	caroline.emmert@enron.com, fredrik.eriksson@enron.com, ",167.txt,no_entity,56,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,10,0,0,0,1,0.07142857142857142,0.09090909090909091,0.5384615384615384,1,0,1,0
724,"	kenton.erwin@enron.com, lisa.gang@enron.com, jim.gilbert@enron.com, ",167.txt,no_entity,69,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,9,0,0,0,1,0.14285714285714285,0.18181818181818182,0.6634615384615384,1,0,1,0
725,"	don.hammond@enron.com, paul.kane@enron.com, wayne.mays@enron.com, ",167.txt,no_entity,67,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,8,0,0,0,1,0.21428571428571427,0.2727272727272727,0.6442307692307693,1,0,1,0
726,"	p..o'neil@enron.com, julie.sarnowski@enron.com, ",167.txt,no_entity,49,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,7,0,0,0,1,0.2857142857142857,0.36363636363636365,0.47115384615384615,1,0,1,1
727,"	kathryn.sheppard@enron.com, g..slaughter@enron.com, ",167.txt,no_entity,53,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,6,0,0,0,1,0.35714285714285715,0.45454545454545453,0.5096153846153846,1,0,1,0
728,"	jennifer.thome@enron.com, virginia.thompson@enron.com, ",167.txt,no_entity,56,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,5,0,0,0,1,0.42857142857142855,0.5454545454545454,0.5384615384615384,1,0,1,0
729,"	mike.tully@enron.com, bill.williams@enron.com",167.txt,no_entity,46,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,14,104.0,12,693,3,11,2,4,0,0,1,1,0.5,0.6363636363636364,0.4423076923076923,1,0,1,1
730,Portland Employees-,167.txt,no_entity,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,1,14,104.0,12,693,3,11,2,3,0,0,1,1,0.5714285714285714,0.7272727272727273,0.18269230769230768,1,0,1,1
731,"At this time Enron Portland has 5 parking spots allocated based on floor space and number of employees.  As UBS employees leave we do not automatically have the ability to take over their spots.  However, in renegotiating our lease with PGE we will address the possibility of taking over more that the 5 allocated spots.  We will keep you updated as to the progress of this.  For now, Khymberly Booth is checking into the availability of 1 or more of our spots and will offer any available spots to Portland employees based on Portland office seniority.  We will contact you individually if a spot becomes available.  If you have any questions please contact Kathy Sheppard or Khymberly Booth.",167.txt,no_entity,693,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,1,1,0,0,0,14,104.0,12,693,3,11,2,2,0,0,1,1,0.6428571428571429,0.8181818181818182,6.663461538461538,0,1,0,0
732,Thanks-,167.txt,signature,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,1,14,104.0,12,693,3,11,2,1,0,1,1,1,0.7142857142857143,0.9090909090909091,0.0673076923076923,1,0,1,1
733,Khymberly Booth,167.txt,signature,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,1,0,0,0,1,14,104.0,12,693,3,11,2,0,1,0,1,1,0.7857142857142857,1.0,0.14423076923076922,1,0,1,1
734,"Hi John,",168.txt,no_entity,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,1,1,0,0,1,28,26.0,8,74,10,18,3,17,0,0,0,0,0.03571428571428571,0.05555555555555555,0.3076923076923077,1,0,1,1
735,The attached are the pictures of the 1996 Carrera 4S.,168.txt,no_entity,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,28,26.0,8,74,10,18,3,16,0,0,0,0,0.07142857142857142,0.1111111111111111,2.0384615384615383,0,1,0,0
736,"If you need more pics,please call us again.",168.txt,no_entity,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,28,26.0,8,74,10,18,3,15,0,0,0,0,0.10714285714285714,0.16666666666666666,1.6538461538461537,0,1,0,0
737,Edward Chan,168.txt,signature,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,0,0,0,1,28,26.0,8,74,10,18,3,14,0,0,0,0,0.14285714285714285,0.2222222222222222,0.4230769230769231,1,0,1,1
738,_________________________________________________________________,168.txt,signature,65,5,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,_,0,1,1,1,1,0,28,26.0,8,74,10,18,3,13,0,0,0,0,0.17857142857142858,0.2777777777777778,2.5,0,1,0,0
739,Send and receive Hotmail on your mobile device: http://mobile.msn.com,168.txt,signature,69,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,28,26.0,8,74,10,18,3,12,0,0,0,0,0.21428571428571427,0.3333333333333333,2.6538461538461537,0,1,0,0
740, - DSCN0108.JPG ,168.txt,no_entity,16,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,11,0,0,0,0,0.25,0.3888888888888889,0.6153846153846154,1,0,1,0
741, - DSCN0109.JPG ,168.txt,no_entity,16,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,10,0,0,0,1,0.2857142857142857,0.4444444444444444,0.6153846153846154,1,0,1,0
742, - DSCN0110.JPG ,168.txt,no_entity,16,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,9,0,0,0,1,0.32142857142857145,0.5,0.6153846153846154,1,0,1,0
743, - DSCN0111.JPG ,168.txt,no_entity,16,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,8,0,0,0,1,0.35714285714285715,0.5555555555555556,0.6153846153846154,1,0,1,0
744, - DSCN0112.JPG ,168.txt,no_entity,16,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,7,0,0,0,1,0.39285714285714285,0.6111111111111112,0.6153846153846154,1,0,1,0
745, - DSCN0114.JPG ,168.txt,no_entity,16,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,6,0,0,0,1,0.42857142857142855,0.6666666666666666,0.6153846153846154,1,0,1,0
746, - DSCN0115.JPG ,168.txt,no_entity,16,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,5,0,0,0,1,0.4642857142857143,0.7222222222222222,0.6153846153846154,1,0,1,0
747, - DSCN0116.JPG ,168.txt,no_entity,16,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,4,0,0,1,1,0.5,0.7777777777777778,0.6153846153846154,1,0,1,0
748, - DSCN0117.JPG ,168.txt,no_entity,16,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,3,0,0,1,1,0.5357142857142857,0.8333333333333334,0.6153846153846154,1,0,1,0
749, - DSCN0118.JPG ,168.txt,no_entity,16,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,2,0,0,1,1,0.5714285714285714,0.8888888888888888,0.6153846153846154,1,0,1,0
750, - DSCN0119.JPG ,168.txt,no_entity,16,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,1,0,1,1,1,0.6071428571428571,0.9444444444444444,0.6153846153846154,1,0,1,0
751, - DSCN0121.JPG ,168.txt,no_entity,16,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,28,26.0,8,74,10,18,3,0,1,0,1,1,0.6428571428571429,1.0,0.6153846153846154,1,0,1,0
752,"Rick, ",169.txt,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,7,89.0,6,252,4,3,1,2,0,0,1,1,0.14285714285714285,0.3333333333333333,0.06741573033707865,1,0,1,1
753,"Committee staff attendees included David L. Cavicke (Committee Majority Counsel), Brian McCullough (Committee Majority Professional Staff Member), Christopher Knauer (Committee Minority Investigator), and Michael Geffroy (Committee Minority Counsel).  ",169.txt,no_entity,252,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,7,89.0,6,252,4,3,1,1,0,1,1,1,0.2857142857142857,0.6666666666666666,2.831460674157303,0,1,0,0
754,Jim ,169.txt,signature,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,1,7,89.0,6,252,4,3,1,0,1,0,1,1,0.42857142857142855,1.0,0.0449438202247191,1,0,1,1
